#TXnode RXnode MCS CHANNEL TXPOWER FPS SIZE Vmu Vsd Verr Imu Isd Ierr Pmu Perr loss status
node-1 node-2 24 44 15 1200 1247 19.47804987715333333333 .12320205338996089029 .002 .45933863928333333333 .15675960912573311102 .00047169811320754716 8.94702092646451012610 .00923357408015529434 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 597 19.47822348045333333333 .12253814782246064747 .002 .45606830157000000000 .15084408530946485768 .00047169811320754716 8.88340030033124582697 .00923300710938468681 2 OK|1190+/-2
node-1 node-2 24 44 15 1200 647 19.47833292515333333333 .12281949543815839276 .002 .45772749040333333333 .15168787610234020512 .00047169811320754716 8.91576844707105407821 .00923338689570189460 1 OK|1190+/-1
node-1 node-2 24 44 15 1200 822 19.47820770060666666666 .12369991585573235954 .002 .46330765005333333333 .15239805708281637860 .00047169811320754716 9.02440263701881605163 .00923444130618905552 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 947 19.47846567527333333333 .12415190603001513673 .002 .46409889198333333333 .15369661443464934471 .00047169811320754716 9.03993433742974470249 .00923472130215766446 0 OK|1190+/-2
node-1 node-2 24 44 15 1200 722 19.47849168347333333333 .12346905642932713916 .002 .45987724542333333333 .15257815294297463414 .00047169811320754716 8.95771510039702337690 .00923388868039733680 1 OK|1190+/-1
node-1 node-2 24 44 15 1200 122 19.47741825097333333333 .11864470318047050649 .002 .43110335042000000000 .14475474361750642950 .00047169811320754716 8.39678026552626042607 .00922783008570400531 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 897 19.47841068944666666666 .12381676028900728555 .002 .46196810938333333333 .15327628073139480849 .00047169811320754716 8.99840455999578695390 .00923426813173073234 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 72 19.47755436730000000000 .11853844292284054605 .002 .42870393045000000000 .14397483510171272753 .00047169811320754716 8.35010411281507295428 .00922744686880370121 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 1372 19.47766890022666666666 .12361738873277263297 .002 .45805830245666666666 .15729029524409150017 .00047169811320754716 8.92190795225083647942 .00923314084290330047 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 672 19.47825931187333333333 .12328162322222952751 .002 .45900160791666666666 .15227906298292623080 .00047169811320754716 8.94055234356764521619 .00923360534040766386 1 OK|1190+/-2
node-1 node-2 24 44 15 1200 747 19.47850371526000000000 .12343025791571019908 .002 .46047822101000000000 .15227227367980258788 .00047169811320754716 8.96942673873960038961 .00923401412696129624 1 OK|1190+/-2
node-1 node-2 24 44 15 1200 297 19.47771623844666666666 .12015829358705363909 .002 .44076089940000000000 .14695606873163445447 .00047169811320754716 8.58501572751573765892 .00922979475279359557 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 1322 19.47810811143333333333 .12341601939523137589 .002 .45920653794000000000 .15740642085303813857 .00047169811320754716 8.94447459147233273111 .00923357513032668944 0 OK
node-1 node-2 24 44 15 1200 197 19.47718127492000000000 .11970548744203747420 .002 .43502377977666666666 .14525275619886242361 .00047169811320754716 8.47303701761101377940 .00922845471863447678 1 OK|1190+/-1
node-1 node-2 24 44 15 1200 397 19.47775229557333333333 .12116000130776135279 .002 .44558418048333333333 .14757172359356282523 .00047169811320754716 8.67897829428040830599 .00923073800255039737 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 1297 19.47806191124666666666 .12367922161927768216 .002 .45913310634333333333 .15692975131995907030 .00047169811320754716 8.94302307085844632160 .00923353883929862343 4 OK|1190+/-2
node-1 node-2 24 44 15 1200 572 19.47810358099333333333 .12245751315249265554 .002 .45545005767000000000 .15057287159055535167 .00047169811320754716 8.87130339926564718255 .00923282875726449288 0 OK|1190+/-2
