#TXnode RXnode MCS CHANNEL TXPOWER FPS SIZE Vmu Vsd Verr Imu Isd Ierr Pmu Perr loss status
node-1 node-2 24 44 15 1200 1422 19.47899494318000000000 .12493970354169636459 .002 .49032086186666666666 .13904740326808349940 .00047169811320754716 9.55095758883645929527 .00924038810262169778 5165 ERR|0+/-0
node-1 node-2 24 44 15 1200 472 19.47909527222666666666 .12501128118210332916 .002 .49073889100666666666 .13874926916833081564 .00047169811320754716 9.55914961170571813564 .00924052392451826781 5173 ERR|0+/-0
node-1 node-2 24 44 15 1200 597 19.47905884058666666666 .12516824901997805158 .002 .49084815380666666666 .13896556923455900574 .00047169811320754716 9.56126006979339423436 .00924053005018120375 5169 ERR|0+/-0
node-1 node-2 24 44 15 1200 272 19.47907125316666666666 .12496031387172375524 .002 .49060740700000000000 .13881739951330924492 .00047169811320754716 9.55657663828433887216 .00924048473150784173 5172 ERR|0+/-0
node-1 node-2 24 44 15 1200 672 19.47889911404666666666 .12483639267350769536 .002 .49187319502666666666 .13838778145072004188 .00047169811320754716 9.58114834282824062200 .00924067315732404800 5167 ERR|0+/-0
node-1 node-2 24 44 15 1200 872 19.47891849387333333333 .12525878865497529163 .002 .49060204054666666666 .13883261543947037703 .00047169811320754716 9.55639716073646027811 .00924041194293757879 5175 ERR|0+/-0
node-1 node-2 24 44 15 1200 1347 19.47888717094000000000 .12494812544624293514 .002 .49092143915000000000 .13855276663588012041 .00047169811320754716 9.56260332299833685830 .00924046510487956390 5167 ERR|0+/-0
node-1 node-2 24 44 15 1200 897 19.47899164206000000000 .12478766290463526006 .002 .49058969000000000000 .13864378919628835050 .00047169811320754716 9.55619247119080636140 .00924044362885178797 5173 ERR|0+/-0
node-1 node-2 24 44 15 1200 997 19.47889126781333333333 .12518329046505749554 .002 .49047917511666666666 .13874768228672758845 .00047169811320754716 9.55399052122432510178 .00924037308303674608 5172 ERR|0+/-0
node-1 node-2 24 44 15 1200 722 19.47866433690000000000 .12514815460199682600 .002 .49219493995666666666 .13853956173269489024 .00047169811320754716 9.58730002373655983127 .00924063157054045034 5167 ERR|0+/-0
node-1 node-2 24 44 15 1200 1047 19.47901840914000000000 .12523297458194988750 .002 .49077961799666666666 .13874276009059907688 .00047169811320754716 9.55990521378776684702 .00924049652542244885 5163 ERR|0+/-0
node-1 node-2 24 44 15 1200 72 19.47895961413333333333 .12521013652193952084 .002 .49066954862333333333 .13857606228418788397 .00047169811320754716 9.55773232151894190447 .00924044556742046341 5157 ERR|0+/-0
node-1 node-2 24 44 15 1200 447 19.47890495028000000000 .12518246200169856037 .002 .49120561057333333333 .13892205252971081275 .00047169811320754716 9.56814739940221257556 .00924053385021122413 5169 ERR|0+/-0
node-1 node-2 24 44 15 1200 1397 19.47888376461333333333 .12518576672828607798 .002 .49092882600333333333 .13846274165068720716 .00047169811320754716 9.56274553841701368976 .00924046507700541553 5174 ERR|0+/-0
node-1 node-2 24 44 15 1200 622 19.47887826563333333333 .12484428368035597728 .002 .49201220127666666666 .13846676760763917460 .00047169811320754716 9.58384577387447531232 .00924069297995793928 5168 ERR|0+/-0
node-1 node-2 24 44 15 1200 972 19.47887558722666666666 .12535677122802530881 .002 .49117872848666666666 .13912041931551584994 .00047169811320754716 9.56760934328396663333 .00924051436239834108 5170 ERR|0+/-0
node-1 node-2 24 44 15 1200 97 19.47889661764000000000 .12523220558886611604 .002 .49114218303666666666 .13885675801333871038 .00047169811320754716 9.56690780793325211730 .00924051645620191512 5163 ERR|0+/-0
node-1 node-2 24 44 15 1200 1147 19.47872625194666666666 .12536342058346750519 .002 .49092887898333333333 .13877659599747469829 .00047169811320754716 9.56266924289140319685 .00924039121046028710 5177 ERR|0+/-0
node-1 node-2 24 44 15 1200 247 19.47872318982000000000 .12501087109110638550 .002 .49068533540333333333 .13865534798366062122 .00047169811320754716 9.55792382162551364286 .00924033803042316358 5164 ERR|0+/-0
node-1 node-2 24 44 15 1200 197 19.47892352182666666666 .12512049514342838752 .002 .49209166809666666666 .13847986317661882915 .00047169811320754716 9.58541596858308141385 .00924073113170151758 5163 ERR|0+/-0
node-1 node-2 24 44 15 1200 122 19.47879427280666666666 .12553697173597704180 .002 .49084860211000000000 .13898891670341485005 .00047169811320754716 9.56113893959542631961 .00924040605557939591 5171 ERR|0+/-0
node-1 node-2 24 44 15 1200 147 19.47891428480000000000 .12507024588763112470 .002 .49078297091333333333 .13863056820051271055 .00047169811320754716 9.55991942286031156938 .00924044840037461493 5173 ERR|0+/-0
node-1 node-2 24 44 15 1200 797 19.47888405366000000000 .12524596748800929207 .002 .49092186284333333333 .13896222089988177599 .00047169811320754716 9.56261004573206733344 .00924046373282744289 5166 ERR|0+/-0
node-1 node-2 24 44 15 1200 947 19.47876074400666666666 .12509617504821251084 .002 .49082268283333333333 .13867757252413290851 .00047169811320754716 9.56061760664196817915 .00924038482244092743 5171 ERR|0+/-0
node-1 node-2 24 44 15 1200 1472 19.47873040798666666666 .12479975109021353388 .002 .49210658390666666666 .13798715497185706194 .00047169811320754716 9.58561147991323001266 .00924064373567783047 5169 ERR|0+/-0
node-1 node-2 24 44 15 1200 1372 19.47878030539333333333 .12524444797291000755 .002 .49073399872666666666 .13882010321685920058 .00047169811320754716 9.55889974958391178433 .00924037515641776959 5175 ERR|0+/-0
node-1 node-2 24 44 15 1200 1247 19.47880791419333333333 .12532473246247698724 .002 .49090643342000000000 .13880133246078037341 .00047169811320754716 9.56227212042991866300 .00924042474243912664 5172 ERR|0+/-0
node-1 node-2 24 44 15 1200 747 19.47899518664000000000 .12525172432223458675 .002 .49071859535666666666 .13882675381233963485 .00047169811320754716 9.55870515694725185390 .00924047267007490531 5172 ERR|0+/-0
node-1 node-2 24 44 15 1200 1222 19.47900511207333333333 .12473472955351780799 .002 .49069170677333333333 .13890785867563576267 .00047169811320754716 9.55818626468974908371 .00924047161384750859 5172 ERR|0+/-0
node-1 node-2 24 44 15 1200 1322 19.47867191720000000000 .12494185232458291495 .002 .49114914842000000000 .13871117625823645689 .00047169811320754716 9.56693312448534875082 .00924041254688343933 5173 ERR|0+/-0
node-1 node-2 24 44 15 1200 572 19.47899117798666666666 .12487830736194435631 .002 .49068526732666666666 .13857176329373988870 .00047169811320754716 9.55805399342416917378 .00924046371054475057 5173 ERR|0+/-0
node-1 node-2 24 44 15 1200 1297 19.47879158328000000000 .12525373715739209064 .002 .49082059680000000000 .13851712208316413436 .00047169811320754716 9.56059210984830650150 .00924039884373474974 5169 ERR|0+/-0
node-1 node-2 24 44 15 1200 547 19.47880204617333333333 .12524354957462496607 .002 .49092121184333333333 .13877903678513506828 .00047169811320754716 9.56255710576381377477 .00924042513069313981 5171 ERR|0+/-0
node-1 node-2 24 44 15 1200 497 19.47889127836000000000 .12505227991111303845 .002 .49098209026000000000 .13867164275127133666 .00047169811320754716 9.56378675579647630477 .00924047992108965626 5174 ERR|0+/-0
node-1 node-2 24 44 15 1200 347 19.47882653851333333333 .12526292809397556275 .002 .49104609058333333333 .13862577380550609056 .00047169811320754716 9.56500162088785556026 .00924046315959483277 5175 ERR|0+/-0
node-1 node-2 24 44 15 1200 1122 19.47881103168000000000 .12525752926017191821 .002 .49085885873333333333 .13860130291864772441 .00047169811320754716 9.56134695249270804460 .00924041609530987624 5163 ERR|0+/-0
node-1 node-2 24 44 15 1200 1097 19.47888652778000000000 .12537988878286524844 .002 .49103315958666666666 .13881129265391813308 .00047169811320754716 9.56477919696596808652 .00924048854753509393 5177 ERR|0+/-0
node-1 node-2 24 44 15 1200 922 19.47902726020666666666 .12531678959030314183 .002 .49074674225000000000 .13884004435394393430 .00047169811320754716 9.55926917014536472839 .00924049369270372479 5165 ERR|0+/-0
node-1 node-2 24 44 15 1200 1172 19.47881287496666666666 .12528311721465145891 .002 .49095526300000000000 .13869207966178422223 .00047169811320754716 9.56322569795704594956 .00924043744616129253 5161 ERR|0+/-0
node-1 node-2 24 44 15 1200 1022 19.47905749172666666666 .12502036790404461035 .002 .49092309193000000000 .13896239818160329763 .00047169811320754716 9.56271913172068559442 .00924054534129695940 5174 ERR|0+/-0
node-1 node-2 24 44 15 1200 697 19.47875175012000000000 .12537916788747727938 .002 .49075711104000000000 .13865500080308656429 .00047169811320754716 9.55933593555423517332 .00924036667302173837 5177 ERR|0+/-0
node-1 node-2 24 44 15 1200 822 19.47891193937333333333 .12520609725926023787 .002 .49076762147666666666 .13843940280268013815 .00047169811320754716 9.55961928143969505514 .00924044403936527716 5169 ERR|0+/-0
node-1 node-2 24 44 15 1200 297 19.47906089308666666666 .12494760965309629699 .002 .49087004839000000000 .13879773809266270074 .00047169811320754716 9.56168756318120868312 .00924053566504223011 5164 ERR|0+/-0
node-1 node-2 24 44 15 1200 1197 19.47879632690000000000 .12521294345236716141 .002 .49102634652333333333 .13913122609587309332 .00047169811320754716 9.56460219506983191841 .00924044479276167149 5173 ERR|0+/-0
node-1 node-2 24 44 15 1200 847 19.47888655578000000000 .12531525493548666016 .002 .49080749665000000000 .13904378549965663851 .00047169811320754716 9.56038354797172238813 .00924044060527688744 5172 ERR|0+/-0
node-1 node-2 24 44 15 1200 172 19.47881595682666666666 .12517747669941502767 .002 .49073008472333333333 .13869934500851511923 .00047169811320754716 9.55884100480376738214 .00924039104655421549 5171 ERR|0+/-0
node-1 node-2 24 44 15 1200 322 19.47906361076000000000 .12523281734348367218 .002 .49075435511000000000 .13878712699715135067 .00047169811320754716 9.55943530044519185698 .00924051235942706371 5168 ERR|0+/-0
node-1 node-2 24 44 15 1200 522 19.47903041170000000000 .12500396325649546864 .002 .49102283288666666666 .13904243475745632022 .00047169811320754716 9.56464869463846689931 .00924055383794766979 5173 ERR|0+/-0
node-1 node-2 24 44 15 1200 372 19.47880358452666666666 .12484756838160527253 .002 .49066329582666666666 .13852461636382221863 .00047169811320754716 9.55753396554414291177 .00924037105667176062 5184 ERR|0+/-0
node-1 node-2 24 44 15 1200 1072 19.47900915479333333333 .12496583113944760860 .002 .49102786534000000000 .13884744908840260911 .00047169811320754716 9.56473628421648809552 .00924054493755074706 5181 ERR|0+/-0
node-1 node-2 24 44 15 1200 1447 19.47882101838000000000 .12540307604139795441 .002 .49097369530333333333 .13892501451282435586 .00047169811320754716 9.56358873554626722294 .00924044518303597643 5163 ERR|0+/-0
node-1 node-2 24 44 15 1200 222 19.47896741088000000000 .12530715372443229356 .002 .49062651375000000000 .13874169070510202377 .00047169811320754716 9.55689787224991821960 .00924044008409043091 5162 ERR|0+/-0
node-1 node-2 24 44 15 1200 422 19.47870426538000000000 .12491199335404698864 .002 .49081892350000000000 .13843655018297216156 .00047169811320754716 9.56051665870866991843 .00924035753359769353 5168 ERR|0+/-0
node-1 node-2 24 44 15 1200 1272 19.47906430349333333333 .12494758573675876859 .002 .49076318788000000000 .13848925346792884438 .00047169811320754716 9.55960769450190008699 .00924051456075443668 5168 ERR|0+/-0
node-1 node-2 24 44 15 1200 772 19.47887252204000000000 .12506064487119585547 .002 .49091797559000000000 .13874265142471718916 .00047169811320754716 9.56252866529555445700 .00924045749810112919 5163 ERR|0+/-0
node-1 node-2 24 44 15 1200 647 19.47886041620000000000 .12509458391797995664 .002 .49077885223333333333 .13870081034459723912 .00047169811320754716 9.55981275787594563278 .00924042225941126999 5166 ERR|0+/-0
node-1 node-2 24 44 15 1200 397 19.47887432339333333333 .12513307298844054405 .002 .49119855348333333333 .13903151331653760413 .00047169811320754716 9.56799489113444863942 .00924051798489707502 5164 ERR|0+/-0
node-1 node-2 12 44 15 600 1422 19.47897938822666666666 .12435872804506165155 .002 .49038891409333333333 .13841104463307445213 .00047169811320754716 9.55227554983889752867 .00924039525198409194 2585 ERR|0+/-0
node-1 node-2 12 44 15 600 472 19.47885539472666666666 .12513506804163959114 .002 .49030110211333333333 .13845003717765238592 .00047169811320754716 9.55050426794073326678 .00924031845563463467 2582 ERR|0+/-0
node-1 node-2 12 44 15 600 597 19.47919085555333333333 .12486090170618000450 .002 .49026841272000000000 .13833260819023608375 .00047169811320754716 9.55003198182207153063 .00924046886055651507 2582 ERR|0+/-0
node-1 node-2 12 44 15 600 272 19.47877299792000000000 .12524679938118788686 .002 .49023579443666666666 .13859982760724372405 .00047169811320754716 9.54919175528680242410 .00924026594836824001 2586 ERR|0+/-0
node-1 node-2 12 44 15 600 672 19.47896116815333333333 .12466533785572700263 .002 .49046889897000000000 .13860579993293396245 .00047169811320754716 9.55382463722355042813 .00924040368677191072 2582 ERR|0+/-0
node-1 node-2 12 44 15 600 872 19.47891720934000000000 .12496059488956588914 .002 .49051005991333333333 .13857176407045364972 .00047169811320754716 9.55460484740022313552 .00924039180811568238 2587 ERR|0+/-0
node-1 node-2 12 44 15 600 1347 19.47894062566666666666 .12486180916354354398 .002 .49028465679000000000 .13847305974667476419 .00047169811320754716 9.55022571928776953160 .00924035494153324826 2582 ERR|0+/-0
node-1 node-2 12 44 15 600 897 19.47863377140000000000 .12556711071140477348 .002 .49046331343666666666 .13840784475056931941 .00047169811320754716 9.55355526074019872824 .00924024894109697295 2585 ERR|0+/-0
node-1 node-2 12 44 15 600 997 19.47878669983333333333 .12532539570077137861 .002 .49036378593000000000 .13828076306424035444 .00047169811320754716 9.55169159145320383334 .00924029954052807640 2584 ERR|0+/-0
