#TXnode RXnode MCS CHANNEL TXPOWER FPS SIZE Vmu Vsd Verr Imu Isd Ierr Pmu Perr loss status
node-1 node-2 24 44 15 1200 997 19.48065535264000000000 .13280791087753225606 .002 .51875766217000000000 .14972245945737634759 .00047169811320754716 10.10573922827502333762 .00924737505369297595 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 1397 19.48088210023333333333 .13482074062974150977 .002 .53049613855000000000 .15170674106091489578 .00047169811320754716 10.33453272972159738732 .00925014473407741820 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 72 19.47926949704666666666 .12735638054737340759 .002 .49395711817666666666 .14202094065933086946 .00047169811320754716 9.62192382494781858918 .00924129149617315664 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 947 19.48039595904000000000 .13221713230870988528 .002 .51782455675000000000 .14920846504321673799 .00047169811320754716 10.08742740280437915552 .00924704427320823418 2 OK|1190+/-9
node-1 node-2 24 44 15 1200 622 19.48007857888666666666 .12968539466145445073 .002 .51022083078333333333 .14661806744380949215 .00047169811320754716 9.93914187624417042932 .00924520462861359223 2 OK|1190+/-2
node-1 node-2 24 44 15 1200 1372 19.48102836946000000000 .13450860385071570654 .002 .53022629639333333333 .15111152292920474345 .00047169811320754716 10.32935352227223314541 .00925015138780899196 2 OK|1190+/-2
node-1 node-2 24 44 15 1200 1147 19.48068900044666666666 .13337474979294531954 .002 .52398557900000000000 .15034056865770919854 .00047169811320754716 10.20760010521797789194 .00924856975816788117 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 1447 19.48088852750000000000 .13486660679681673288 .002 .53256343798333333333 .15147273487332179700 .00047169811320754716 10.37480896917547606947 .00925062289626671248 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 272 19.47957784462666666666 .12816858585678772928 .002 .50009318305666666666 .14421611877507890210 .00047169811320754716 9.74160408891947192440 .00924275606071432948 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 347 19.47952850816000000000 .12842689626166225344 .002 .50352162409666666666 .14419618616843556594 .00047169811320754716 9.80836383106604154083 .00924347744455893936 1 OK|1190+/-2
node-1 node-2 24 44 15 1200 1097 19.48067721687333333333 .13289492851790805598 .002 .52306539864666666666 .14984603141685396477 .00047169811320754716 10.18966819435088701569 .00924835588191144491 0 OK|1190+/-1
node-1 node-2 24 44 15 1200 922 19.48025400125333333333 .13190923112876076634 .002 .51781501234666666666 .14911782703232560527 .00047169811320754716 10.08716796617519753534 .00924697559537980288 1 OK|1190+/-2
