100 0 0.0064 C0 3.14_acpi
100 0 0.0002 C1 3.14_acpi
100 0 0.9934 C2 3.14_acpi
550 0 0.0259 C0 3.14_acpi
550 0 0.0043 C1 3.14_acpi
550 0 0.9698 C2 3.14_acpi
1000 0 0.0467 C0 3.14_acpi
1000 0 0.0013 C1 3.14_acpi
1000 0 0.9521 C2 3.14_acpi
1500 0 0.0681 C0 3.14_acpi
1500 0 0.0011 C1 3.14_acpi
1500 0 0.9308 C2 3.14_acpi
1600 0 0.0721 C0 3.14_acpi
1600 0 0.0011 C1 3.14_acpi
1600 0 0.9267 C2 3.14_acpi
1700 0 0.0776 C0 3.14_acpi
1700 0 0.0024 C1 3.14_acpi
1700 0 0.9200 C2 3.14_acpi
1800 0 0.0812 C0 3.14_acpi
1800 0 0.0014 C1 3.14_acpi
1800 0 0.9174 C2 3.14_acpi
1900 0 0.0846 C0 3.14_acpi
1900 0 0.0020 C1 3.14_acpi
1900 0 0.9133 C2 3.14_acpi
2000 0 0.0891 C0 3.14_acpi
2000 0 0.0049 C1 3.14_acpi
2000 0 0.9061 C2 3.14_acpi
2100 0 0.0872 C0 3.14_acpi
2100 0 0.1113 C1 3.14_acpi
2100 0 0.8015 C2 3.14_acpi
2200 0 0.0823 C0 3.14_acpi
2200 0 0.2303 C1 3.14_acpi
2200 0 0.6874 C2 3.14_acpi
2300 0 0.0802 C0 3.14_acpi
2300 0 0.3420 C1 3.14_acpi
2300 0 0.5778 C2 3.14_acpi
2400 0 0.0794 C0 3.14_acpi
2400 0 0.4010 C1 3.14_acpi
2400 0 0.5196 C2 3.14_acpi
2500 0 0.0817 C0 3.14_acpi
2500 0 0.3989 C1 3.14_acpi
2500 0 0.5193 C2 3.14_acpi
2600 0 0.0853 C0 3.14_acpi
2600 0 0.3943 C1 3.14_acpi
2600 0 0.5203 C2 3.14_acpi
2700 0 0.0873 C0 3.14_acpi
2700 0 0.3915 C1 3.14_acpi
2700 0 0.5212 C2 3.14_acpi
