100 0 0.0177 C0 3.14_acpi
100 0 0.0062 C1 3.14_acpi
100 0 0.9761 C2 3.14_acpi
550 0 0.0841 C0 3.14_acpi
550 0 0.0528 C1 3.14_acpi
550 0 0.8630 C2 3.14_acpi
1000 0 0.1493 C0 3.14_acpi
1000 0 0.0671 C1 3.14_acpi
1000 0 0.7837 C2 3.14_acpi
1500 0 0.1191 C0 3.14_acpi
1500 0 0.8735 C1 3.14_acpi
1500 0 0.0074 C2 3.14_acpi
1600 0 0.1235 C0 3.14_acpi
1600 0 0.8740 C1 3.14_acpi
1600 0 0.0024 C2 3.14_acpi
1700 0 0.1301 C0 3.14_acpi
1700 0 0.8698 C1 3.14_acpi
1700 0 0.0000 C2 3.14_acpi
1800 0 0.1376 C0 3.14_acpi
1800 0 0.8623 C1 3.14_acpi
1800 0 0.0000 C2 3.14_acpi
1900 0 0.1448 C0 3.14_acpi
1900 0 0.8552 C1 3.14_acpi
1900 0 0.0000 C2 3.14_acpi
2000 0 0.1521 C0 3.14_acpi
2000 0 0.8479 C1 3.14_acpi
2000 0 0.0000 C2 3.14_acpi
2100 0 0.1592 C0 3.14_acpi
2100 0 0.8408 C1 3.14_acpi
2100 0 0.0000 C2 3.14_acpi
2200 0 0.1664 C0 3.14_acpi
2200 0 0.8336 C1 3.14_acpi
2200 0 0.0000 C2 3.14_acpi
2300 0 0.1741 C0 3.14_acpi
2300 0 0.8259 C1 3.14_acpi
2300 0 0.0000 C2 3.14_acpi
2400 0 0.1817 C0 3.14_acpi
2400 0 0.8183 C1 3.14_acpi
2400 0 0.0000 C2 3.14_acpi
2500 0 0.1891 C0 3.14_acpi
2500 0 0.8109 C1 3.14_acpi
2500 0 0.0000 C2 3.14_acpi
2600 0 0.1969 C0 3.14_acpi
2600 0 0.8031 C1 3.14_acpi
2600 0 0.0000 C2 3.14_acpi
2700 0 0.2039 C0 3.14_acpi
2700 0 0.7961 C1 3.14_acpi
2700 0 0.0000 C2 3.14_acpi
2800 0 0.2018 C0 3.14_acpi
2800 0 0.7982 C1 3.14_acpi
2800 0 0.0000 C2 3.14_acpi
2900 0 0.2025 C0 3.14_acpi
2900 0 0.7975 C1 3.14_acpi
2900 0 0.0000 C2 3.14_acpi
3000 0 0.1878 C0 3.14_acpi
3000 0 0.8122 C1 3.14_acpi
3000 0 0.0000 C2 3.14_acpi
3100 0 0.1942 C0 3.14_acpi
3100 0 0.8058 C1 3.14_acpi
3100 0 0.0000 C2 3.14_acpi
3200 0 0.2004 C0 3.14_acpi
3200 0 0.7996 C1 3.14_acpi
3200 0 0.0000 C2 3.14_acpi
3300 0 0.2063 C0 3.14_acpi
3300 0 0.7937 C1 3.14_acpi
3300 0 0.0000 C2 3.14_acpi
3400 0 0.2129 C0 3.14_acpi
3400 0 0.7871 C1 3.14_acpi
3400 0 0.0000 C2 3.14_acpi
3500 0 0.2189 C0 3.14_acpi
3500 0 0.7811 C1 3.14_acpi
3500 0 0.0000 C2 3.14_acpi
3600 0 0.2257 C0 3.14_acpi
3600 0 0.7743 C1 3.14_acpi
3600 0 0.0000 C2 3.14_acpi
3700 0 0.2318 C0 3.14_acpi
3700 0 0.7682 C1 3.14_acpi
3700 0 0.0000 C2 3.14_acpi
3800 0 0.2380 C0 3.14_acpi
3800 0 0.7620 C1 3.14_acpi
3800 0 0.0000 C2 3.14_acpi
3900 0 0.2437 C0 3.14_acpi
3900 0 0.7563 C1 3.14_acpi
3900 0 0.0000 C2 3.14_acpi
4000 0 0.2497 C0 3.14_acpi
4000 0 0.7503 C1 3.14_acpi
4000 0 0.0000 C2 3.14_acpi
4500 0 0.2814 C0 3.14_acpi
4500 0 0.7186 C1 3.14_acpi
4500 0 0.0000 C2 3.14_acpi
5000 0 0.3116 C0 3.14_acpi
5000 0 0.6884 C1 3.14_acpi
5000 0 0.0000 C2 3.14_acpi
5500 0 0.3421 C0 3.14_acpi
5500 0 0.6579 C1 3.14_acpi
5500 0 0.0000 C2 3.14_acpi
6000 0 0.3696 C0 3.14_acpi
6000 0 0.6304 C1 3.14_acpi
6000 0 0.0000 C2 3.14_acpi
6500 0 0.3491 C0 3.14_acpi
6500 0 0.6509 C1 3.14_acpi
6500 0 0.0000 C2 3.14_acpi
7000 0 0.2217 C0 3.14_acpi
7000 0 0.7665 C1 3.14_acpi
7000 0 0.0118 C2 3.14_acpi
7500 0 0.2027 C0 3.14_acpi
7500 0 0.7804 C1 3.14_acpi
7500 0 0.0169 C2 3.14_acpi
8000 0 0.2080 C0 3.14_acpi
8000 0 0.7754 C1 3.14_acpi
8000 0 0.0166 C2 3.14_acpi
8500 0 0.2118 C0 3.14_acpi
8500 0 0.7720 C1 3.14_acpi
8500 0 0.0162 C2 3.14_acpi
9000 0 0.2076 C0 3.14_acpi
9000 0 0.7743 C1 3.14_acpi
9000 0 0.0181 C2 3.14_acpi
9500 0 0.2118 C0 3.14_acpi
9500 0 0.7696 C1 3.14_acpi
9500 0 0.0186 C2 3.14_acpi
10000 0 0.2061 C0 3.14_acpi
10000 0 0.7752 C1 3.14_acpi
10000 0 0.0187 C2 3.14_acpi
100 50 0.5177 C0 3.14_acpi
100 50 0.0027 C1 3.14_acpi
100 50 0.4795 C2 3.14_acpi
550 50 0.5555 C0 3.14_acpi
550 50 0.0232 C1 3.14_acpi
550 50 0.4213 C2 3.14_acpi
1000 50 0.5902 C0 3.14_acpi
1000 50 0.0410 C1 3.14_acpi
1000 50 0.3688 C2 3.14_acpi
1500 50 0.5896 C0 3.14_acpi
1500 50 0.4016 C1 3.14_acpi
1500 50 0.0089 C2 3.14_acpi
1600 50 0.5911 C0 3.14_acpi
1600 50 0.4072 C1 3.14_acpi
1600 50 0.0017 C2 3.14_acpi
1700 50 0.5934 C0 3.14_acpi
1700 50 0.4065 C1 3.14_acpi
1700 50 0.0000 C2 3.14_acpi
1800 50 0.5972 C0 3.14_acpi
1800 50 0.4027 C1 3.14_acpi
1800 50 0.0000 C2 3.14_acpi
1900 50 0.6005 C0 3.14_acpi
1900 50 0.3995 C1 3.14_acpi
1900 50 0.0000 C2 3.14_acpi
2000 50 0.6062 C0 3.14_acpi
2000 50 0.3938 C1 3.14_acpi
2000 50 0.0000 C2 3.14_acpi
2100 50 0.6115 C0 3.14_acpi
2100 50 0.3885 C1 3.14_acpi
2100 50 0.0000 C2 3.14_acpi
2200 50 0.6175 C0 3.14_acpi
