2200 50 0.3825 C1 3.14_acpi
2200 50 0.0000 C2 3.14_acpi
2300 50 0.6248 C0 3.14_acpi
2300 50 0.3752 C1 3.14_acpi
2300 50 0.0000 C2 3.14_acpi
2400 50 0.6309 C0 3.14_acpi
2400 50 0.3691 C1 3.14_acpi
2400 50 0.0000 C2 3.14_acpi
2500 50 0.6346 C0 3.14_acpi
2500 50 0.3654 C1 3.14_acpi
2500 50 0.0000 C2 3.14_acpi
2600 50 0.6381 C0 3.14_acpi
2600 50 0.3619 C1 3.14_acpi
2600 50 0.0000 C2 3.14_acpi
2700 50 0.6417 C0 3.14_acpi
2700 50 0.3583 C1 3.14_acpi
2700 50 0.0000 C2 3.14_acpi
2800 50 0.6402 C0 3.14_acpi
2800 50 0.3598 C1 3.14_acpi
2800 50 0.0000 C2 3.14_acpi
2900 50 0.6401 C0 3.14_acpi
2900 50 0.3599 C1 3.14_acpi
2900 50 0.0000 C2 3.14_acpi
3000 50 0.6360 C0 3.14_acpi
3000 50 0.3640 C1 3.14_acpi
3000 50 0.0000 C2 3.14_acpi
3100 50 0.6405 C0 3.14_acpi
3100 50 0.3595 C1 3.14_acpi
3100 50 0.0000 C2 3.14_acpi
3200 50 0.6460 C0 3.14_acpi
3200 50 0.3540 C1 3.14_acpi
3200 50 0.0000 C2 3.14_acpi
3300 50 0.6522 C0 3.14_acpi
3300 50 0.3478 C1 3.14_acpi
3300 50 0.0000 C2 3.14_acpi
3400 50 0.6585 C0 3.14_acpi
3400 50 0.3415 C1 3.14_acpi
3400 50 0.0000 C2 3.14_acpi
3500 50 0.6579 C0 3.14_acpi
3500 50 0.3421 C1 3.14_acpi
3500 50 0.0000 C2 3.14_acpi
3600 50 0.6633 C0 3.14_acpi
3600 50 0.3367 C1 3.14_acpi
3600 50 0.0000 C2 3.14_acpi
3700 50 0.6665 C0 3.14_acpi
3700 50 0.3335 C1 3.14_acpi
3700 50 0.0000 C2 3.14_acpi
3800 50 0.6693 C0 3.14_acpi
3800 50 0.3307 C1 3.14_acpi
3800 50 0.0000 C2 3.14_acpi
3900 50 0.6719 C0 3.14_acpi
3900 50 0.3281 C1 3.14_acpi
3900 50 0.0000 C2 3.14_acpi
4000 50 0.6748 C0 3.14_acpi
4000 50 0.3252 C1 3.14_acpi
4000 50 0.0000 C2 3.14_acpi
4500 50 0.7004 C0 3.14_acpi
4500 50 0.2996 C1 3.14_acpi
4500 50 0.0000 C2 3.14_acpi
5000 50 0.7144 C0 3.14_acpi
5000 50 0.2856 C1 3.14_acpi
5000 50 0.0000 C2 3.14_acpi
5500 50 0.7369 C0 3.14_acpi
5500 50 0.2631 C1 3.14_acpi
5500 50 0.0000 C2 3.14_acpi
6000 50 0.7510 C0 3.14_acpi
6000 50 0.2490 C1 3.14_acpi
6000 50 0.0000 C2 3.14_acpi
6500 50 0.7393 C0 3.14_acpi
6500 50 0.2607 C1 3.14_acpi
6500 50 0.0000 C2 3.14_acpi
7000 50 0.6605 C0 3.14_acpi
7000 50 0.3321 C1 3.14_acpi
7000 50 0.0073 C2 3.14_acpi
7500 50 0.6529 C0 3.14_acpi
7500 50 0.3374 C1 3.14_acpi
7500 50 0.0096 C2 3.14_acpi
8000 50 0.6545 C0 3.14_acpi
8000 50 0.3351 C1 3.14_acpi
8000 50 0.0104 C2 3.14_acpi
8500 50 0.6514 C0 3.14_acpi
8500 50 0.3379 C1 3.14_acpi
8500 50 0.0107 C2 3.14_acpi
9000 50 0.6527 C0 3.14_acpi
9000 50 0.3364 C1 3.14_acpi
9000 50 0.0109 C2 3.14_acpi
9500 50 0.6499 C0 3.14_acpi
9500 50 0.3393 C1 3.14_acpi
9500 50 0.0108 C2 3.14_acpi
10000 50 0.6495 C0 3.14_acpi
10000 50 0.3403 C1 3.14_acpi
10000 50 0.0102 C2 3.14_acpi
