#TXnode RXnode MCS CHANNEL TXPOWER FPS SIZE Vmu Vsd Verr Imu Isd Ierr Pmu Perr loss status
192-168-0-110 node-2 12 44 15 300 1172 11.97222074256666666666 .00712914365134822837 .002 .36739710247333333333 .07626104296004994796 .00047169811320754716 4.39855921099013252657 .00569487712093119793 -4081 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 997 11.97221675876666666666 .00715997701029659521 .002 .36460672113333333333 .07628344196664236977 .00047169811320754716 4.36515069711145790522 .00569415787620154153 -4117 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 172 11.97215073528666666666 .00724563983310023628 .002 .35187466050333333333 .06811816653883615341 .00047169811320754716 4.21269647547372837258 .00569092198460150831 -3991 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 122 11.97214402343333333333 .00730739745127104606 .002 .35117348794333333333 .06725962951062143376 .00047169811320754716 4.20429957486901590743 .00569074559654324294 -3980 OK|289+/-0
192-168-0-110 node-2 12 44 15 300 347 11.97215720872666666666 .00718762475713815627 .002 .35552569809333333333 .07101174161695250197 .00047169811320754716 4.25640954931568119731 .00569183261382821762 -4073 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1122 11.97222850122666666666 .00625192606359646898 .002 .36990585739333333333 .06515505938432937933 .00047169811320754716 4.42859744865515222836 .00569553031836366138 -4082 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 597 11.97218672316666666666 .00717016084173744041 .002 .35839951791000000000 .07358187217550686967 .00047169811320754716 4.29082594991143596191 .00569256730435058975 -4004 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1097 11.97220958745333333333 .00731881450119422824 .002 .36588823622333333333 .07670308006366625718 .00047169811320754716 4.38049064964938134014 .00569448331935093475 -4054 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 1047 11.97221103584666666666 .00723257807783922371 .002 .36515701023000000000 .07664397926486376777 .00047169811320754716 4.37173678769238015670 .00569429624744780028 -4052 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 272 11.97215525374000000000 .00734437373202333637 .002 .35343870126000000000 .07037274704071333842 .00047169811320754716 4.23142300416495135771 .00569131176993925188 -4005 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 1247 11.97220961155333333333 .00726544556599066537 .002 .36798043276333333333 .07646345034616677582 .00047169811320754716 4.40553887399273446115 .00569502256296862795 -4092 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1347 11.97221720846666666666 .00721252715885135298 .002 .36912439507333333333 .07598831690350003935 .00047169811320754716 4.41923743476180980624 .00569532223379039721 -4057 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 922 11.97219100534666666666 .00725694278478249268 .002 .36340697342000000000 .07657309495624633187 .00047169811320754716 4.35077769845917917121 .00569383903740559476 -4073 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 1222 11.97221051578666666666 .00727225183665417557 .002 .36756795672333333333 .07642413014918336196 .00047169811320754716 4.40060095674930973842 .00569491643711991352 -4070 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 147 11.97215095652000000000 .00734674398387204112 .002 .35178810322666666666 .06834949536777264568 .00047169811320754716 4.21166027653749383162 .00569090068310195165 -4023 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 322 11.97215820712000000000 .00731031741419734455 .002 .35390846327000000000 .07102129858441458841 .00047169811320754716 4.23704811310715757248 .00569142992018221199 -4010 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1072 11.97221999993333333333 .00725336829805106546 .002 .36584850374333333333 .07684027687477045582 .00047169811320754716 4.38001877346162029970 .00569447797898820221 -4041 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 97 11.97212948368000000000 .00725497683241716354 .002 .35106537451666666666 .06704086117482974382 .00047169811320754716 4.20300012095014632947 .00569071210808320719 -4004 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1297 11.97222963253333333333 .00716042421964077907 .002 .36824015524333333333 .07614617848039009363 .00047169811320754716 4.40865569849291025320 .00569509907806452038 -4121 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 747 11.97219963954666666666 .00724195761871336554 .002 .36043264640333333333 .07564855245828994823 .00047169811320754716 4.31517159935083849505 .00569308679369534291 -4045 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 647 11.97218780184000000000 .00713399839888799386 .002 .35898597740000000000 .07446254080005572775 .00047169811320754716 4.29784753965988991841 .00569271562010877371 -4033 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1447 11.97224681822000000000 .00706184989824592490 .002 .37165195962000000000 .07501293548725795712 .00047169811320754716 4.44950899104577292027 .00569599355130280409 -4091 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1397 11.97222783223333333333 .00710165818561301146 .002 .37067246952666666666 .07567503159807993063 .00047169811320754716 4.43777525630982077566 .00569572936405704497 -4111 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1272 11.97222443623333333333 .00719090859866739788 .002 .36875880436000000000 .07654660666282481891 .00047169811320754716 4.41486316863497906197 .00569523088210640763 -4086 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 472 11.97218380002666666666 .00730783805639676583 .002 .35664914062666666666 .07325981229109950353 .00047169811320754716 4.26986906370401115833 .00569212618636690449 -4057 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 222 11.97215542581333333333 .00734894199095200505 .002 .35249672039000000000 .06957156060465829071 .00047169811320754716 4.22014552359854394833 .00569107816399794758 -3991 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 972 11.97220743809333333333 .00722724291189717242 .002 .36399963507000000000 .07681812450405828861 .00047169811320754716 4.35787913844831294993 .00569399815201137205 -4046 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 297 11.97216252513333333333 .00734119331976072538 .002 .35413714217000000000 .07067124174947856680 .00047169811320754716 4.23978742224548946487 .00569148883872321935 -4025 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 797 11.97218529135333333333 .00730040961551576775 .002 .36104954056666666666 .07583093674551400845 .00047169811320754716 4.32255199902212530915 .00569323643560072516 -4056 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 422 11.97216806176666666666 .00724669482531205463 .002 .35605202725000000000 .07203737712079934951 .00047169811320754716 4.26271470896972488313 .00569196929197740753 -4040 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 1197 11.97220545931333333333 .00728507206037211000 .002 .36695729427333333333 .07649101240784767603 .00047169811320754716 4.39328812183405072362 .00569475654430432609 -4065 OK|289+/-2
192-168-0-110 node-2 12 44 15 300 1372 11.97223534946000000000 .00722751002637480330 .002 .36987375585000000000 .07619476930138197097 .00047169811320754716 4.42821565462490746934 .00569552518209939003 -4107 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 722 11.97219557628000000000 .00709736731758878955 .002 .36003913231000000000 .07419301531011786166 .00047169811320754716 4.31045890712947161760 .00569298529155546123 -4040 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 1422 11.97223254414666666666 .00715387629375416443 .002 .37112329866000000000 .07563854102913896712 .00047169811320754716 4.44317443410831500817 .00569584899593061543 -4063 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 547 11.97217452516666666666 .00718165339969507369 .002 .35790074653666666666 .07349097498950488607 .00047169811320754716 4.28485020022441276942 .00569243607326788080 -4059 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 872 11.97219916704000000000 .00724942907482495065 .002 .36307898382666666666 .07671121927136211768 .00047169811320754716 4.34685390773934829832 .00569375915778244522 -4085 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 897 11.97219512824000000000 .00725390688805039528 .002 .36286206597666666666 .07648222883073097785 .00047169811320754716 4.34425545850895012410 .00569370195491541776 -4063 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 1022 11.97221982762000000000 .00724577032077636311 .002 .36566489941000000000 .07712085516617572829 .00047169811320754716 4.37782055898107483970 .00569443072651159309 -4062 OK|290+/-1
192-168-0-110 node-2 12 44 15 300 672 11.97219097542666666666 .00723040661897211213 .002 .35949310376000000000 .07488167343584095563 .00047169811320754716 4.30392009256359429026 .00569284511275028718 -4042 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 697 11.97218241826000000000 .00730781254221574432 .002 .35969639307000000000 .07520591365619828822 .00047169811320754716 4.30635083302419210545 .00569289247243743661 -4018 OK|290+/-2
192-168-0-110 node-2 12 44 15 300 847 11.97219542574000000000 .00727535680610930380 .002 .36241958081333333333 .07650813097138607384 .00047169811320754716 4.33895804761199760209 .00569358936268664795 -4075 OK|290+/-1
192-168-0-110 node-2 12 44 15 400 522 11.97224405234666666666 .00740880711272036896 .002 .37338068985333333333 .07711658287644807313 .00047169811320754716 4.47020474335766539148 .00569644447377511352 -5969 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 822 11.97229100287333333333 .00733961677934390727 .002 .38042539168000000000 .07952780815974260471 .00047169811320754716 4.55456349407502783875 .00569833055679634120 -5998 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 1147 11.97231325722000000000 .00726164972114739984 .002 .38640633461333333333 .07813231514265339974 .00047169811320754716 4.62617768256499802920 .00569995045637560344 -6073 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 247 11.97223446006000000000 .00735430092708150473 .002 .36853498813000000000 .07318246440414816551 .00047169811320754716 4.41218728462778905908 .00569517762061709274 -5987 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 572 11.97226474792000000000 .00732799320349509467 .002 .37443286498666666666 .07752843987901010877 .00047169811320754716 4.48280938994255819408 .00569673039773752589 -5936 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 497 11.97225761884666666666 .00738991610096998327 .002 .37401024091000000000 .07711839371122337957 .00047169811320754716 4.47774695626142475634 .00569661601331004844 -6033 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 772 11.97227402758000000000 .00736805408454651953 .002 .37860203205666666666 .07891567772952374974 .00047169811320754716 4.53272727518104090404 .00569783685062695525 -5957 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 622 11.97226653243333333333 .00723103042597098605 .002 .37510459606333333333 .07753150187252583590 .00047169811320754716 4.49085220161096994394 .00569690799312826185 -5903 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1472 11.97235130483333333333 .00719158382951928190 .002 .39251937355666666666 .07483686821706342095 .00047169811320754716 4.69937983417352076244 .00570163874012423817 -6086 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 447 11.97224995699333333333 .00735596493753318742 .002 .37263844354666666666 .07615883038104775838 .00047169811320754716 4.46132058972564267112 .00569625281924719700 -5983 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 397 11.97224616721333333333 .00737417296455469642 .002 .37107531854333333333 .07559438759812233084 .00047169811320754716 4.44260506017788925798 .00569584286299509319 -5932 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 947 11.97229204736666666666 .00715294937429581560 .002 .38294617996666666666 .07887678397830915532 .00047169811320754716 4.58474350498436765767 .00569900639512510812 -6021 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 72 11.97220968689333333333 .00736629497380487811 .002 .36542116091666666666 .06998098924311604763 .00047169811320754716 4.37489876252232420917 .00569436339707082796 -5897 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 197 11.97223109040000000000 .00725626247721086092 .002 .36815955652000000000 .07124593052429249491 .00047169811320754716 4.40769128879662002940 .00569507891643532802 -5895 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 372 11.97224456378000000000 .00735375757668693005 .002 .37112203374666666666 .07541668405151112343 .00047169811320754716 4.44316375102250770561 .00569585428755308925 -5955 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1322 11.97233509524666666666 .00721774586062105888 .002 .39063340193666666666 .07678149498878751722 .00047169811320754716 4.67679398738195153971 .00570111304465182395 -6091 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 1172 11.97231608136666666666 .00718075745637173571 .002 .38759988239000000000 .07765692495361555790 .00047169811320754716 4.64046830507362567046 .00570027591479778985 -6017 OK|389+/-2
192-168-0-110 node-2 12 44 15 400 997 11.97229073514000000000 .00718900339807973870 .002 .38321489952333333333 .07832427498735654061 .00047169811320754716 4.58796019113080966887 .00569907803337145840 -5990 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 172 11.97222792299333333333 .00736373294040819285 .002 .36721792284333333333 .07201199660510187305 .00047169811320754716 4.39641666968856676820 .00569483425262631853 -5899 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 122 11.97221966109333333333 .00722122778465301286 .002 .36598541464333333333 .06975380209702116445 .00047169811320754716 4.38165777686631127456 .00569451301097237374 -5856 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 347 11.97223665680000000000 .00731717041136507357 .002 .37029485837333333333 .07474681577985717767 .00047169811320754716 4.43325767724178575289 .00569563524222087364 -5903 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1122 11.97231739467333333333 .00725452877555109088 .002 .38605883305666666666 .07818713331713109361 .00047169811320754716 4.62201888237161880183 .00569985820145414143 -5982 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 597 11.97227116553333333333 .00713468257639050540 .002 .37552945701666666666 .07693363849480890494 .00047169811320754716 4.49594049004902763474 .00569702211914675560 -5934 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1097 11.97232088306000000000 .00722455553898052264 .002 .38539801364666666666 .07819889396549752473 .00047169811320754716 4.61410868707183019741 .00569968094957879988 -6040 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1047 11.97230418666666666666 .00716660693815459436 .002 .38455167185666666666 .07880538668055922635 .00047169811320754716 4.60396959095923650649 .00569944448274932317 -6000 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 272 11.97223223837333333333 .00732937355056171427 .002 .36884468441333333333 .07366178733616399454 .00047169811320754716 4.41589422168594746584 .00569525677639259738 -5865 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1247 11.97232850480000000000 .00713703135207013224 .002 .38940160958000000000 .07743698916837411770 .00047169811320754716 4.66204399018963475598 .00570077288370075571 -6090 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1347 11.97234078298000000000 .00708990230747867286 .002 .39095631586000000000 .07599335665576365689 .00047169811320754716 4.68066224473428859206 .00570120424077834629 -6043 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 922 11.97231309063333333333 .00705881712080591729 .002 .38250932963666666666 .07776195837714253766 .00047169811320754716 4.57952145449844518598 .00569889888004154535 -5994 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1222 11.97235890016000000000 .00685351414998218122 .002 .38940528551000000000 .07524092610318704463 .00047169811320754716 4.66209983574499438468 .00570078809107948863 -6018 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 147 11.97223937192000000000 .00712151161320458003 .002 .36732276054333333333 .06971776102289626734 .00047169811320754716 4.39767601597923762456 .00569486665258022876 -5866 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 322 11.97225965763333333333 .00707666651591564331 .002 .37089600068000000000 .07224770233036074151 .00047169811320754716 4.44046322611870936718 .00569580245418225859 -5966 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 1072 11.97232872838666666666 .00699127386300238420 .002 .38509140769000000000 .07666489038896664352 .00047169811320754716 4.61044092334184912929 .00569960172096834850 -5988 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 97 11.97223143341333333333 .00684467159331185735 .002 .36630098674333333333 .06663210167517042802 .00047169811320754716 4.38544018757885604434 .00569459967927509194 -5848 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1297 11.97232383444666666666 .00688790788813282113 .002 .39002430090000000000 .07467240880915598975 .00047169811320754716 4.66949723367846850499 .00570094097114339888 -6061 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 747 11.97228194657333333333 .00738348083826884594 .002 .37865834937333333333 .07987949784295853396 .00047169811320754716 4.53340452012161653410 .00569785552233626752 -6009 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 647 11.97227311445333333333 .00727759835111645605 .002 .37629606026000000000 .07837562237028629701 .00047169811320754716 4.50511920532550939695 .00569722536123602977 -5998 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1447 11.97234420995333333333 .00717791371519914134 .002 .39220824695333333333 .07536773933706784143 .00047169811320754716 4.69565213450768742196 .00570154978274550541 -6056 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1397 11.97233922415333333333 .00673593973672140270 .002 .39230092886666666666 .07128141017929333775 .00047169811320754716 4.69675979834218000847 .00570157295855014469 -6283 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 1272 11.97234770145333333333 .00646600967498144175 .002 .39144873429333333333 .07673556121274652377 .00047169811320754716 4.68656035425360595246 .00570134262582954489 -6033 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 472 11.97227553286666666666 .00644299882664633425 .002 .37503554390333333333 .07543065770457443764 .00047169811320754716 4.49002886622922024458 .00569689401674659469 -5941 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 222 11.97224966821333333333 .00676255263715643842 .002 .36837912833333333333 .06888810882108261483 .00047169811320754716 4.41032689696546694066 .00569514439962672676 -5966 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 972 11.97233173534666666666 .00645831583613329257 .002 .38542041340000000000 .07133741784409999220 .00047169811320754716 4.61438104679925165897 .00569969208018274352 -5970 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 297 11.97224928165333333333 .00735065629844062223 .002 .36882599645666666666 .07371236119395138504 .00047169811320754716 4.41567677113340236526 .00569525990689043444 -5910 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 797 11.97228764546666666666 .00703015321992964104 .002 .37912201175000000000 .07688215746313737012 .00047169811320754716 4.53895777739899343423 .00569798151384100315 -5956 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 422 11.97225312790666666666 .00689347861651561228 .002 .37189523589666666666 .07171953013649301244 .00047169811320754716 4.45242390121745516267 .00569606001563639162 -6052 OK|389+/-2
192-168-0-110 node-2 12 44 15 400 1197 11.97232456745333333333 .00713104079785783514 .002 .38730544618333333333 .07731797337591764820 .00047169811320754716 4.63694650844919652151 .00570019982764436601 -6067 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1372 11.97234702240666666666 .00725168271361517857 .002 .39036533531666666666 .07692133598302117009 .00047169811320754716 4.67358925992927416324 .00570104517199349333 -6033 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 722 11.97227188069333333333 .00752645413681848990 .002 .37659628160666666666 .08052699815604489400 .00047169811320754716 4.50871307265316330903 .00569730413275375531 -5989 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 1422 11.97232722210666666666 .00754984858569721118 .002 .39074602459000000000 .07753184051987133963 .00047169811320754716 4.67813926712881796493 .00570114023740300217 -6067 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 547 11.97224004298000000000 .00761070776323255234 .002 .37369022175333333333 .07938966531193519643 .00047169811320754716 4.47390903654533319758 .00569652378661848036 -5938 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 872 11.97228265471333333333 .00757174735651491147 .002 .38018517245333333333 .08124541356913599082 .00047169811320754716 4.55168434574224004745 .00569826252513420883 -5978 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 897 11.97229394574000000000 .00754396317460991123 .002 .38031879748666666666 .08108902704063509522 .00047169811320754716 4.55328843660073646162 .00569830347115932129 -5985 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 1022 11.97229891181333333333 .00746491877771560016 .002 .38381489984666666666 .08095894146743303195 .00047169811320754716 4.59514670777199085210 .00569924335902761393 -6128 OK|390+/-1
192-168-0-110 node-2 12 44 15 400 672 11.97226426354666666666 .00748536751449069266 .002 .37632403959000000000 .08006914788830292335 .00047169811320754716 4.50545085069687798047 .00569722861516953697 -5996 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 697 11.97227178197333333333 .00741477972220565228 .002 .37616522554000000000 .07986389337645526945 .00047169811320754716 4.50355231509217663959 .00569719017810453647 -6005 OK|390+/-2
192-168-0-110 node-2 12 44 15 400 847 11.97225723569333333333 .00757165810053715711 .002 .37935350140000000000 .08087367913851899627 .00047169811320754716 4.54171770202175105663 .00569802892557378651 -5932 OK|390+/-2
192-168-0-110 node-2 48 44 15 700 522 11.97238780026666666666 .00747552286898027889 .002 .40275281454000000000 .07302922582318975740 .00047169811320754716 4.82191288332175936254 .00570450981618935160 -13055 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 822 11.97239472754000000000 .00746409950709195596 .002 .40670593333333333333 .07426220488498262202 .00047169811320754716 4.86924397189923473729 .00570563481969706242 -12850 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1147 11.97241302437333333333 .00730562981641254390 .002 .41071045661666666666 .07510252490447080814 .00047169811320754716 4.91719522004369887918 .00570679065917196493 -12446 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 247 11.97235444210666666666 .00748177554837349688 .002 .39723381486000000000 .07217094297976121871 .00047169811320754716 4.75582402789409821503 .00570294608228625198 -13815 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 572 11.97238554856000000000 .00745649473047451029 .002 .40319182804666666666 .07299869925156762764 .00047169811320754716 4.82716801540340049319 .00570463281280563753 -13150 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 497 11.97238179934666666666 .00743770061265708516 .002 .40118219139000000000 .07288515568347101047 .00047169811320754716 4.80310636641964700362 .00570406430155148321 -13368 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 772 11.97239922432666666666 .00741478425132850308 .002 .40545653551000000000 .07374773888957373844 .00047169811320754716 4.85428751123810157917 .00570528121981430815 -13012 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 622 11.97238832856666666666 .00743768479130619382 .002 .40457827756333333333 .07281221893302317448 .00047169811320754716 4.84376824829085730468 .00570502673699649807 -12913 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1472 11.97243921154666666666 .00716633246635576697 .002 .41477906421000000000 .07523278208100749593 .00047169811320754716 4.96591713247643662674 .00570797981049022544 -12426 OK|690+/-5
192-168-0-110 node-2 48 44 15 700 447 11.97238065892666666666 .00729481958124106383 .002 .40093843833333333333 .07189566491416555068 .00047169811320754716 4.80018760452226204281 .00570399521414687286 -13336 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 397 11.97238403188666666666 .00728276677911605446 .002 .40038576223000000000 .07128418879120725106 .00047169811320754716 4.79357210631722365830 .00570384150219350502 -13239 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 947 11.97242777360000000000 .00720622007568246350 .002 .40861203732000000000 .07362187085233902516 .00047169811320754716 4.89207810423724771075 .00570619497376548464 -12612 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 72 11.97237224960000000000 .00737245497413227000 .002 .39682715209666666666 .07027241815172927126 .00047169811320754716 4.75096238364993045658 .00570284115419574175 -13538 OK|691+/-5
192-168-0-110 node-2 48 44 15 700 197 11.97237654434000000000 .00719384249928925744 .002 .39801920659000000000 .06976368935227986758 .00047169811320754716 4.76523581317493275520 .00570317544107712856 -13613 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 372 11.97238450952666666666 .00704159838845287455 .002 .40010743374666666666 .06963365132468687743 .00047169811320754716 4.79024004193505907874 .00570376360192409709 -13632 OK|691+/-3
192-168-0-110 node-2 48 44 15 700 1322 11.97244824332000000000 .00721473150486172492 .002 .41297090047666666666 .07456974984301418407 .00047169811320754716 4.94427273195414638390 .00570745957548741645 -12398 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1172 11.97244574854000000000 .00728869811622683615 .002 .41015495796333333333 .07482821717531797309 .00047169811320754716 4.91055798271071258383 .00570664612657428233 -12597 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 997 11.97243159260666666666 .00738423403057112823 .002 .40851957802666666666 .07448865363784792177 .00047169811320754716 4.89097270216480822904 .00570617027607301953 -12682 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 172 11.97238605157333333333 .00749224928856869991 .002 .39715746545000000000 .07147570393674273194 .00047169811320754716 4.75492249963179805147 .00570293957687386602 -13609 OK|691+/-3
192-168-0-110 node-2 48 44 15 700 122 11.97237032929333333333 .00745482295044288560 .002 .39718955973666666666 .07088098661305756443 .00047169811320754716 4.75530050009634999080 .00570294117364823429 -13477 OK|691+/-3
192-168-0-110 node-2 48 44 15 700 347 11.97237527284666666666 .00743671437663325617 .002 .39862457977000000000 .07205645277812064181 .00047169811320754716 4.77248306198724159164 .00570334396689496626 -13656 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1122 11.97244714914666666666 .00729955848887330856 .002 .41055965772666666666 .07422593193975779722 .00047169811320754716 4.91540380370426157099 .00570676318485572432 -12433 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 597 11.97239304895333333333 .00733809830491338334 .002 .40406998296000000000 .07213741678256605807 .00047169811320754716 4.83768465528099584583 .00570488484479980454 -13159 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1097 11.97243579092666666666 .00718370170456259966 .002 .41048525676666666666 .07330967042777961479 .00047169811320754716 4.91450837976096268352 .00570673647442604274 -12568 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1047 11.97241967832666666666 .00713474499035622085 .002 .40977141045666666666 .07299710346498500792 .00047169811320754716 4.90595529816706962695 .00570652374011704695 -12649 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 272 11.97238200590666666666 .00677730492404455341 .002 .40073454151666666666 .06704519542036095475 .00047169811320754716 4.79774701399939805847 .00570393852921169987 -13588 OK|691+/-6
192-168-0-110 node-2 48 44 15 700 1247 11.97243796646666666666 .00740867737650095477 .002 .41162494190333333333 .07548945804065431896 .00047169811320754716 4.92815408238810394146 .00570706584562453160 -12513 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1347 11.97243715404000000000 .00735982652482153209 .002 .41263892700333333333 .07587305576162317828 .00047169811320754716 4.94029362085790743888 .00570735835593348387 -12360 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 922 11.97243705476000000000 .00747151362008711391 .002 .40845922897666666666 .07432788065434440261 .00047169811320754716 4.89025240835894351534 .00570615554508807619 -12606 OK|690+/-5
192-168-0-110 node-2 48 44 15 700 1222 11.97243390475333333333 .00736371307601916412 .002 .41198248631666666666 .07502563436024338794 .00047169811320754716 4.93243308734223621987 .00570716714593075239 -12351 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 147 11.97237424488000000000 .00752989174650115139 .002 .39809033546333333333 .07112313975793973460 .00047169811320754716 4.76608647943685130155 .00570319422485366002 -13400 OK|690+/-5
192-168-0-110 node-2 48 44 15 700 322 11.97237033521333333333 .00746061342287666718 .002 .39846920580666666666 .07183975986161595501 .00047169811320754716 4.77062089909575250905 .00570329823068036220 -13758 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1072 11.97242909840666666666 .00725469462481891445 .002 .41022476373333333333 .07395520329567415278 .00047169811320754716 4.91138689820795984974 .00570665842466152866 -12511 OK|690+/-3
192-168-0-110 node-2 48 44 15 700 97 11.97237065504666666666 .00735833504265939157 .002 .39793643991000000000 .06984556738332960367 .00047169811320754716 4.76424255575222520824 .00570314958781380203 -13293 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1297 11.97243765856000000000 .00732835497872119319 .002 .41257941680666666666 .07526790038473846847 .00047169811320754716 4.93958134692285857878 .00570734138240897238 -12489 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 747 11.97241790656000000000 .00739425793328468965 .002 .40593638715000000000 .07339020510040376273 .00047169811320754716 4.86004007043893268470 .00570542642783238595 -12934 OK|691+/-4
