#TXnode RXnode MCS CHANNEL TXPOWER FPS SIZE Vmu Vsd Verr Imu Isd Ierr Pmu Perr loss status
192-168-0-110 node-2 48 44 15 700 647 11.97239771016000000000 .00725522072138804678 .002 .40443825602666666666 .07180945636963029780 .00047169811320754716 4.84209565035476781981 .00570499140517727861 -13048 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 1447 11.97244080617333333333 .00730680004666709693 .002 .41391963709333333333 .07581872998665493368 .00047169811320754716 4.95562835361268130094 .00570773100173246076 -12152 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1397 11.97243568439333333333 .00729061078690196230 .002 .41300622475333333333 .07577379866348476514 .00047169811320754716 4.94469046311338121297 .00570746393800385041 -12351 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1272 11.97244015626000000000 .00728020441778278778 .002 .41197078289333333333 .07486323717687883526 .00047169811320754716 4.93229554431801426820 .00570716668457563976 -12363 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 472 11.97239166126666666666 .00736353152077958989 .002 .39989380511000000000 .07225149181093472460 .00047169811320754716 4.78768525769116153573 .00570370701528416429 -13630 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 222 11.97236729495333333333 .00698736177308748985 .002 .39899941097666666666 .06838841539464793601 .00047169811320754716 4.77696749868268803552 .00570344508156911422 -13654 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 972 11.97243236380666666666 .00703517256534584089 .002 .40948188109666666666 .07178513249426721919 .00047169811320754716 4.90249412563416531542 .00570644652910472911 -12727 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 297 11.97239082180000000000 .00738456188453263488 .002 .39907619817666666666 .07127814123162816308 .00047169811320754716 4.77789621224916189483 .00570347755936011639 -13653 OK|690+/-5
192-168-0-110 node-2 48 44 15 700 797 11.97242498216666666666 .00732420737268277788 .002 .40692764967000000000 .07324193513272722213 .00047169811320754716 4.87191075884347333088 .00570571217875351472 -12904 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 422 11.97238894762666666666 .00734926845857463217 .002 .40012669683666666666 .07161695726949128393 .00047169811320754716 4.79047244285767392759 .00570377107985470609 -13615 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1197 11.97245604090000000000 .00686831306386619217 .002 .41362998218333333333 .07187309230966303059 .00047169811320754716 4.95216677888820853792 .00570765411874501904 -12460 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1372 11.97245711558000000000 .00731261759388808119 .002 .41312723722666666666 .07588721197293138301 .00047169811320754716 4.94614813097431199857 .00570750897263712849 -12434 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 722 11.97240138228666666666 .00758723525845085351 .002 .40449462328666666666 .07435541373208448471 .00047169811320754716 4.84277198696481250743 .00570500910485186517 -12868 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 1422 11.97243556155333333333 .00741697713526815451 .002 .41337240769333333333 .07677736500446731859 .00047169811320754716 4.94907451403258671484 .00570756991829157884 -12414 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 547 11.97241014606666666666 .00764574618957804405 .002 .40284596158666666666 .07368645788492937078 .00047169811320754716 4.82303707780219065567 .00570454655965067130 -13126 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 872 11.97242283508000000000 .00762840474478890573 .002 .40709217846666666666 .07501270477470160987 .00047169811320754716 4.87387969345678266053 .00570575812197975581 -12649 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 897 11.97241694214666666666 .00753318781278738596 .002 .40698114916000000000 .07522443900838728341 .00047169811320754716 4.87254800533750363726 .00570572368825689104 -13096 OK|691+/-5
192-168-0-110 node-2 48 44 15 700 1022 11.97242960715333333333 .00753513553569962668 .002 .40897457827000000000 .07554608251200667102 .00047169811320754716 4.89641934945279627522 .00570629971888781881 -12538 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 672 11.97241906376666666666 .00760190606291517127 .002 .40463276600333333333 .07420155961566120302 .00047169811320754716 4.84443304152294477543 .00570505654558377975 -12893 OK|690+/-4
192-168-0-110 node-2 48 44 15 700 697 11.97239866473333333333 .00770694164288886710 .002 .40443885191666666666 .07443221189450928637 .00047169811320754716 4.84210317065338233065 .00570499201987436262 -12953 OK|691+/-4
192-168-0-110 node-2 48 44 15 700 847 11.97242407505333333333 .00762525172157306882 .002 .40719549010000000000 .07482022805215102991 .00047169811320754716 4.87511708892638125030 .00570578818870004058 -12686 OK|691+/-5
192-168-0-110 node-2 48 44 15 800 522 11.97247358644000000000 .00767937257200906485 .002 .41738048418333333333 .06819633735537167482 .00047169811320754716 4.99707682238049652776 .00570875431619831665 -13889 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 822 11.97248614098666666666 .00759532100423806643 .002 .42105071191000000000 .06943730967725805309 .00047169811320754716 5.04102381299504462981 .00570983814688884329 -13755 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1147 11.97250788983333333333 .00749202102362640397 .002 .42526090660333333333 .07032352792325578165 .00047169811320754716 5.09143955954608461582 .00571109622424670936 -13570 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 247 11.97244037237333333333 .00766620055709310934 .002 .41110317592666666666 .06872364352587898144 .00047169811320754716 4.92190826067532103031 .00570691653155337816 -14396 OK|790+/-5
192-168-0-110 node-2 48 44 15 800 572 11.97246760753333333333 .00764303276070887844 .002 .41719599754333333333 .06894568528086489416 .00047169811320754716 4.99486556658011444411 .00570869758490323955 -13846 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 497 11.97246934500000000000 .00764839178720804220 .002 .41601552603666666666 .06883962308206811855 .00047169811320754716 4.98073313251804101257 .00570835379446456349 -13955 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 772 11.97248501935333333333 .00760998180372127762 .002 .41915815076666666666 .06991433951094177060 .00047169811320754716 5.01836468079376257775 .00570928061154108626 -13832 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 622 11.97246534140666666666 .00761486174763794382 .002 .41869871285666666666 .06881134978216499263 .00047169811320754716 5.01285582816802357726 .00570913658005342520 -13820 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 1472 11.97251280866000000000 .00741299548629989386 .002 .42905049607333333333 .07137289580922227482 .00047169811320754716 5.13681255979991036795 .00571223215974682177 -13765 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 447 11.97244396779333333333 .00769133925577862024 .002 .41439503361000000000 .06909926037997503219 .00047169811320754716 4.96132132042756012419 .00570787045613217381 -13845 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 397 11.97244415510666666666 .00775023929320372146 .002 .41375935655666666666 .06868676892037211274 .00047169811320754716 4.95371079002755909090 .00570768607992494800 -13979 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 947 11.97250188988000000000 .00759552053086515131 .002 .42210974684333333333 .07028125445692807089 .00047169811320754716 5.05370974181857669757 .00571015825657868084 -13584 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 72 11.97244416546000000000 .00769697323295329382 .002 .41021371358000000000 .06734192184185010389 .00047169811320754716 4.91126078174255056894 .00570666228059907799 -14042 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 197 11.97244053810666666666 .00771953617695846412 .002 .41021937447000000000 .06826273164846505452 .00047169811320754716 4.91132706842138699813 .00570666221506332281 -14359 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 372 11.97243486464666666666 .00773380300960935841 .002 .41202341471333333333 .06919644989780998663 .00047169811320754716 4.93292349536468437379 .00570717941251088496 -14215 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1322 11.97251340798666666666 .00739486658248360691 .002 .42756653254333333333 .07099559761083977233 .00047169811320754716 5.11904604368142578720 .00571178734602297059 -13111 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 1172 11.97250778882000000000 .00744727126584724520 .002 .42586013688000000000 .07020338316822315422 .00047169811320754716 5.09861380574375133368 .00571127478015418375 -13824 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 997 11.97249710160000000000 .00745129259514628777 .002 .42394951564333333333 .06945649340748965207 .00047169811320754716 5.07573434726453219265 .00571070118446014123 -13574 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 172 11.97244157252000000000 .00770841204323572793 .002 .41057015178333333333 .06793390470152088791 .00047169811320754716 4.91552715364662641562 .00570676360166339289 -14561 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 122 11.97243691792000000000 .00769629566919954225 .002 .41081385493333333333 .06733115333752661577 .00047169811320754716 4.91844296319687132036 .00570683158174227444 -13837 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 347 11.97244743732000000000 .00764483079665366040 .002 .41161057476666666666 .06900093081992317101 .00047169811320754716 4.92798597103899059021 .00570706612141118091 -13995 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1122 11.97250432920666666666 .00754104439158162494 .002 .42344344827666666666 .07095825950384183951 .00047169811320754716 5.06967851766659090225 .00571055436654895791 -13699 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 597 11.97247332652666666666 .00764189497579078222 .002 .41862026671666666666 .06851977756288024057 .00047169811320754716 5.01191997720877060668 .00570911729556157306 -13560 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1097 11.97249369975333333333 .00749448334651300029 .002 .42396526418000000000 .07050090789043916163 .00047169811320754716 5.07592145430930756750 .00571070427423017764 -13710 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 1047 11.97248558662666666666 .00746826391949443562 .002 .42440240728333333333 .06979879811538577961 .00047169811320754716 5.08115170412936859322 .00571083037004390281 -13480 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 272 11.97242820290000000000 .00774114425827859637 .002 .41002207656000000000 .06944509782673076327 .00047169811320754716 4.90895987321856701402 .00570659973983694601 -14106 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 1247 11.97251772016000000000 .00741016854270236352 .002 .42711097602000000000 .07036939410057286090 .00047169811320754716 5.11359372887428283056 .00571165302208598714 -12978 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1347 11.97251131945333333333 .00748350420231681168 .002 .42667639428333333333 .07136754836149273532 .00047169811320754716 5.10838796030074185841 .00571152011129800364 -13460 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 922 11.97248915554000000000 .00751735849883121976 .002 .42287564986000000000 .06973846855929663515 .00047169811320754716 5.06287413209078011922 .00571037898719417746 -13751 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1222 11.97251174712000000000 .00744357339999556731 .002 .42580864136333333333 .07073103109603336915 .00047169811320754716 5.09799896074771546533 .00571126126829663781 -13738 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 147 11.97242479214000000000 .00767774649905590657 .002 .41053871510666666666 .06774301052963890716 .00047169811320754716 4.91514389087635634451 .00570674672230260890 -14052 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 322 11.97244005438000000000 .00761231987727936456 .002 .41219153196666666666 .06873079611581352234 .00047169811320754716 4.93493840739397417493 .00570723039266960642 -13960 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 1072 11.97250137626000000000 .00748657504483379101 .002 .42396453775333333333 .07036323387170791697 .00047169811320754716 5.07591601173721806169 .00571070763936553575 -13690 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 97 11.97243745968666666666 .00766822822745180557 .002 .41170957045333333333 .06685486047431146288 .00047169811320754716 4.92916708380699484974 .00570709002703998003 -14057 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 1297 11.97251238102000000000 .00740002355929848915 .002 .42779722091666666666 .07048370160884006877 .00047169811320754716 5.12180752399073978025 .00571185595972633136 -12948 OK|790+/-5
192-168-0-110 node-2 48 44 15 800 747 11.97246367864000000000 .00761126768220162192 .002 .41925801217333333333 .06965803877471452038 .00047169811320754716 5.01955132272404030127 .00570929998383643701 -13824 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 647 11.97246045494666666666 .00759883723976996693 .002 .41926175551666666666 .06875668493091104657 .00047169811320754716 5.01959478819480913303 .00570929957927896178 -13676 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1447 11.97252581347333333333 .00733572814433708141 .002 .42961311466000000000 .07098019063625124513 .00047169811320754716 5.14355410507352892618 .00571240736762230744 -13063 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1397 11.97252128061333333333 .00741416802042690019 .002 .42819238142333333333 .07124079265783346097 .00047169811320754716 5.12654239878735968243 .00571197854798122294 -13942 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1272 11.97248373906000000000 .00741387665802360850 .002 .42654841503333333333 .07055010805763307836 .00047169811320754716 5.10684396290839938116 .00571146901071078210 -13698 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 472 11.97243553579333333333 .00763839517283101948 .002 .41403628942666666666 .06926942799900758939 .00047169811320754716 4.95702278463983756613 .00570776238477261244 -13980 OK|790+/-5
192-168-0-110 node-2 48 44 15 800 222 11.97243652561333333333 .00764201136721847659 .002 .41031441377333333333 .06838700324223294842 .00047169811320754716 4.91246327444547857807 .00570668767248160866 -14267 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 972 11.97247516578666666666 .00757681834429435954 .002 .42254497828000000000 .06998686324988249843 .00047169811320754716 5.05890925888516646577 .00571027454833962602 -13922 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 297 11.97243241219333333333 .00769649054060434222 .002 .41191232221333333333 .06865313282238385703 .00047169811320754716 4.93159243744873596081 .00570714619125009448 -14063 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 797 11.97247131221333333333 .00759814941397867945 .002 .41994653759666666666 .06979913844003033050 .00047169811320754716 5.02779787403940968809 .00570950595320636915 -13802 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 422 11.97245024357333333333 .00771520420420559769 .002 .41341675102666666666 .06875936263560722622 .00047169811320754716 4.94961148152651143665 .00570758961770777892 -14395 OK|791+/-4
192-168-0-110 node-2 48 44 15 800 1197 11.97249959595333333333 .00741757489602480589 .002 .42603719931333333333 .07027174056221196468 .00047169811320754716 5.10073019663997307473 .00571132378008809355 -13801 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1372 11.97250449710666666666 .00738334944467583966 .002 .42716828080000000000 .07164766050842045777 .00047169811320754716 5.11427416289932337421 .00571166399683771839 -12988 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 722 11.97247246588666666666 .00755762193846500170 .002 .41955246200000000000 .06897637705915842525 .00047169811320754716 5.02308029928996201297 .00570939060424847881 -13665 OK|790+/-5
192-168-0-110 node-2 48 44 15 800 1422 11.97250111814000000000 .00738550121985798808 .002 .42800705801666666666 .07178990159173481712 .00047169811320754716 5.12431498067635351734 .00571191358625722908 -12969 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 547 11.97244285564000000000 .00771282371644474057 .002 .41635098650666666666 .06900627008571884165 .00047169811320754716 4.98473839384040737448 .00570843926297610352 -13944 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 872 11.97246990935333333333 .00761676171588118542 .002 .42140818131333333333 .07007590834919812404 .00047169811320754716 5.04529677032919699117 .00570993605909872164 -13957 OK|790+/-5
192-168-0-110 node-2 48 44 15 800 897 11.97247550289333333333 .00755463076088112992 .002 .42136353747666666666 .07008062623005710663 .00047169811320754716 5.04476463025186865668 .00570992549002257296 -13877 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 1022 11.97248940020000000000 .00754940672874673510 .002 .42349734510333333333 .07000176370100442826 .00047169811320754716 5.07031747526249970698 .00571056338946806718 -13714 OK|790+/-3
192-168-0-110 node-2 48 44 15 800 672 11.97245731036666666666 .00774491861638458018 .002 .41826318855666666666 .06906128454699046488 .00047169811320754716 5.00763816949253535162 .00570900513518377998 -13827 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 697 11.97246867206000000000 .00762326344645086563 .002 .41898044778000000000 .06929093210645676066 .00047169811320754716 5.01623028525172077502 .00570922080921823954 -13827 OK|790+/-4
192-168-0-110 node-2 48 44 15 800 847 11.97248380690666666666 .00761925791404247123 .002 .42044577381333333333 .07003716582303047476 .00047169811320754716 5.03378021866247636842 .00570965874769926858 -13759 OK|790+/-3
192-168-0-110 node-2 6 44 15 100 522 11.97204714241333333333 .00774064720366427370 .002 .32558950934000000000 .05746668854625574299 .00047169811320754716 3.89797295489370630347 .00568461187284080987 -1150 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 822 11.97205566055333333333 .00769740240099314477 .002 .32857794203000000000 .05836912589585484181 .00047169811320754716 3.93375341081322651772 .00568530362137091408 -1149 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1147 11.97205253364666666666 .00777625912612578452 .002 .33122914965333333333 .05954259106720902962 .00047169811320754716 3.96549278032482025529 .00568591749419650390 -1150 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 247 11.97201817600000000000 .00788374019597015830 .002 .32306461510333333333 .05551525581267892383 .00047169811320754716 3.86773544403955078481 .00568402205247936384 -1145 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 572 11.97203971802666666666 .00785755439745056617 .002 .32612826436333333333 .05803853011804336029 .00047169811320754716 3.90442053412892740321 .00568473192472943265 -1147 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 497 11.97202915824666666666 .00778367245554271123 .002 .32549134761000000000 .05792814261299801005 .00047169811320754716 3.89679190434392147812 .00568458095981227010 -1148 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 772 11.97205365625333333333 .00789762321427484979 .002 .32803202415666666666 .05855660250787876781 .00047169811320754716 3.92721699417300292947 .00568517658201689985 -1139 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 622 11.97204259358666666666 .00787475227200530289 .002 .32645349535666666666 .05817197592206597919 .00047169811320754716 3.90831515123526044369 .00568480794178185847 -1148 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1472 11.97208678606666666666 .00785255415691746821 .002 .33409442660333333333 .05980313325659233893 .00047169811320754716 3.99980747003628682528 .00568660404613409935 -1151 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 447 11.97203875320000000000 .00783534611222240456 .002 .32493399509333333333 .05772326685087578885 .00047169811320754716 3.89012238148948531759 .00568445791094381751 -1150 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 397 11.97203751096000000000 .00784280658012572563 .002 .32461758108666666666 .05743214507235778251 .00047169811320754716 3.88633385748667277196 .00568438501637132510 -1152 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 947 11.97205442852666666666 .00784069490652074026 .002 .32943902494333333333 .05883339878233994021 .00047169811320754716 3.94406193750234083550 .00568550236409815680 -1143 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 72 11.97203140008000000000 .00790556513949782340 .002 .32152018258666666666 .05277691756295189564 .00047169811320754716 3.84924972168702816919 .00568367795303936445 -1155 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 197 11.97202985624666666666 .00783573266603425859 .002 .32269323778666666666 .05495292876185705036 .00047169811320754716 3.86329307719087835729 .00568394314192660357 -1141 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 372 11.97204403307333333333 .00778390166682943201 .002 .32428124173000000000 .05714659603009992659 .00047169811320754716 3.88230930509125772148 .00568431128284644700 -1145 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1322 11.97207359129333333333 .00784240259268847661 .002 .33283489797666666666 .05992619109668567188 .00047169811320754716 3.98472389232726190420 .00568630242031948473 -1158 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1172 11.97207745922000000000 .00783458471511386811 .002 .33135595191666666666 .05969090438316300338 .00047169811320754716 3.96701912291991115575 .00568595872409839869 -1140 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 997 11.97206461825333333333 .00780777048025036722 .002 .32978758979666666666 .05884154014975313798 .00047169811320754716 3.94823833534371700367 .00568558796883031438 -1149 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 172 11.97203073306666666666 .00792787908057186376 .002 .32248235637666666666 .05469485908972242539 .00047169811320754716 3.86076868141321068110 .00568389567900267237 -1149 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 122 11.97202641633333333333 .00790760511225714027 .002 .32226808486000000000 .05404968351953722568 .00047169811320754716 3.85820202508507235671 .00568384504412578000 -1138 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 347 11.97203329496666666666 .00783577506758357376 .002 .32399311079666666666 .05681290752977780884 .00047169811320754716 3.87885630979751753790 .00568424052983947012 -1151 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1122 11.97206141724000000000 .00784818080889476832 .002 .33077811974333333333 .05937647006698607693 .00047169811320754716 3.96009596504635369166 .00568581662896615493 -1145 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 597 11.97203811003333333333 .00783115363459199988 .002 .32615759937000000000 .05813364391584066795 .00047169811320754716 3.90477120953462391067 .00568473790324903721 -1156 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1097 11.97205627264000000000 .00789711502879838708 .002 .33085013011666666666 .05985811876233673341 .00047169811320754716 3.96095637556699934159 .00568583097766103226 -1152 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1047 11.97206189337333333333 .00779242413223148422 .002 .33022855028000000000 .05932533928788313857 .00047169811320754716 3.95351664291110780547 .00568568906980734745 -1149 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 272 11.97202516596000000000 .00781318739402267184 .002 .32342490037000000000 .05587683388242503974 .00047169811320754716 3.87205104652774571540 .00568410728389881729 -1145 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1247 11.97205863372666666666 .00788491479677290805 .002 .33231079589000000000 .06018579228289736629 .00047169811320754716 3.97844433301545459671 .00568617279997634612 -1147 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1347 11.97206076577333333333 .00790739374996871203 .002 .33298919245333333333 .06004248573255367414 .00047169811320754716 3.98656684639709773558 .00568633254555769539 -1153 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 922 11.97205464440000000000 .00785180526327342634 .002 .32919594143000000000 .05874019260594430635 .00047169811320754716 3.94115179951466187749 .00568544614511769603 -1150 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1222 11.97205670282666666666 .00788431947757235101 .002 .33179407991666666666 .05973128874391374355 .00047169811320754716 3.97225753842453587414 .00568605119655514973 -1154 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 147 11.97201172673333333333 .00792898495687815957 .002 .32211447257333333333 .05408205202928041107 .00047169811320754716 3.85635824299846934141 .00568380332929258117 -1144 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 322 11.97201017072000000000 .00786325799605623966 .002 .32367221003666666666 .05641841496153326443 .00047169811320754716 3.87500699053839339737 .00568415656547345993 -1153 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1072 11.97205377532000000000 .00787021532546959352 .002 .33058610155666666666 .05943646027376326816 .00047169811320754716 3.95779458520981209550 .00568576837812854982 -1160 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 97 11.97200972342666666666 .00791474317284977731 .002 .32171389291666666666 .05337133081283785638 .00047169811320754716 3.85156185415977875631 .00568371163899364004 -1145 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1297 11.97206651592666666666 .00787322471949865152 .002 .33257309750000000000 .06002596657262341552 .00047169811320754716 3.98158724467776461618 .00568623783396728227 -1154 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 747 11.97204200570666666666 .00794688737414449708 .002 .32783458360000000000 .05883660783590448027 .00047169811320754716 3.92484940578255389040 .00568512556776785186 -1154 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 647 11.97203807056000000000 .00789733393106424745 .002 .32672739498666666666 .05863398745643737702 .00047169811320754716 3.91159281147526781684 .00568486876386540342 -1144 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1447 11.97208775252666666666 .00792044422778921535 .002 .33387202007666666666 .05988978668533047663 .00047169811320754716 3.99714512247119836481 .00568655224947336608 -1144 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1397 11.97207897525333333333 .00790974814030634859 .002 .33325133971333333333 .05980030473325356567 .00047169811320754716 3.98971135765700419985 .00568640250449261549 -1152 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1272 11.97206439203333333333 .00789771583723809032 .002 .33198110485333333333 .05991985690618431900 .00047169811320754716 3.97449916424247641929 .00568609846419258026 -1146 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 472 11.97204605217333333333 .00772903228292292165 .002 .32509818551666666666 .05758251765590069734 .00047169811320754716 3.89209044848352309894 .00568449888231864990 -1143 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 222 11.97203449093333333333 .00784941004277675125 .002 .32286553532666666666 .05523931866131266747 .00047169811320754716 3.86535732486450791629 .00568398445149657407 -1146 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 972 11.97205696423333333333 .00778353352195738731 .002 .32942053529000000000 .05855125367357691146 .00047169811320754716 3.94384141368011705112 .00568549926681147238 -1142 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 297 11.97202618833333333333 .00778902623787443214 .002 .32348862515333333333 .05583236445452224066 .00047169811320754716 3.87281429196365172383 .00568412226815128511 -1137 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 797 11.97203748927333333333 .00786950762700898397 .002 .32783793833333333333 .05836818416025924109 .00047169811320754716 3.92488808813274588143 .00568512422540182669 -1156 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 422 11.97201834015333333333 .00797756088645111438 .002 .32502489903666666666 .05805351071989527904 .00047169811320754716 3.89120405227345881690 .00568446913312498601 -1142 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1197 11.97206419392666666666 .00787482311394417036 .002 .33162703274666666666 .05998722197154941204 .00047169811320754716 3.97026012448451415703 .00568601572531640735 -1144 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1372 11.97207310483333333333 .00789153516567599602 .002 .33304972423666666666 .05984556999077803904 .00047169811320754716 3.98729564610595536739 .00568635250593054070 -1150 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 722 11.97206198863333333333 .00796150815872080859 .002 .32741621133666666666 .05866747636910228653 .00047169811320754716 3.91984717820604527105 .00568503848941525548 -1149 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 1422 11.97207879283333333333 .00791347895049404298 .002 .33356959639666666666 .05999398500982435047 .00047169811320754716 3.99352149095450728307 .00568647705984342734 -1155 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 547 11.97203713578000000000 .00789827824422351747 .002 .32556414031000000000 .05803496584877232431 .00047169811320754716 3.89766597786961044129 .00568460137191545384 -1142 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 872 11.97205702923333333333 .00789115405380732254 .002 .32856787507666666666 .05876679075852524108 .00047169811320754716 3.93363333839186691799 .00568530193543410058 -1154 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 897 11.97205767397333333333 .00778557993581615344 .002 .32852092633666666666 .05818940544109485056 .00047169811320754716 3.93307147720971831613 .00568529138514169737 -1157 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 1022 11.97205957505333333333 .00786706235528362073 .002 .32998905761666666666 .05905333578711540999 .00047169811320754716 3.95064865690244026257 .00568563236399239675 -1167 OK|90+/-1
192-168-0-110 node-2 6 44 15 100 672 11.97204547359333333333 .00784605284505911099 .002 .32691283527666666666 .05831912666618150961 .00047169811320754716 3.91381532983358015137 .00568491487598926497 -1150 OK|90+/-2
192-168-0-110 node-2 6 44 15 100 697 11.97205154814000000000 .00774614798713687498 .002 .32705524361000000000 .05827831593663789286 .00047169811320754716 3.91552223558840534238 .00568495048629737319 -1154 OK|90+/-2
